userid,createdAt,totalItems,totalPrice,cartStatus
7948,2022-03-03:19:30:38,312,6235.06,processing
7949,2020-03-01:10:40:23,427,5689.34,pending
7950,2021-05-23:12:53:32,269,3505.87,shipped
7951,2020-02-12:13:49:06,910,3044.74,shipped
7952,2021-09-07:02:06:06,296,3459.88,shipped
7953,2022-08-11:09:40:02,85,7800.94,delivered
7954,2020-04-17:04:32:36,624,9788.72,cancelled
7955,2021-11-30:23:30:00,139,1739.75,cancelled
7956,2020-09-15:12:23:17,341,6907.88,cancelled
7957,2021-05-10:16:18:38,713,2433.37,shipped
7958,2022-01-16:14:36:32,455,5960.35,cancelled
7959,2022-09-02:01:54:04,674,1451.88,shipped
7960,2020-09-03:13:46:37,210,4323.45,cancelled
7961,2020-11-07:12:58:22,366,1006.78,cancelled
7962,2022-03-23:23:35:25,282,3329.69,delivered
7963,2022-12-01:02:50:46,291,7978.51,shipped
7964,2021-03-09:01:33:46,464,9384.84,delivered
7965,2022-02-27:00:01:33,477,7244.19,cancelled
7966,2020-10-06:18:34:06,374,2547.02,cancelled
7967,2021-05-20:23:23:15,463,4041.0,processing
7968,2021-11-01:19:00:26,574,520.24,shipped
7969,2022-04-20:23:54:02,301,3568.91,pending
7970,2022-06-19:04:09:00,92,8236.91,cancelled
7971,2022-04-09:12:19:43,28,2373.33,shipped
7972,2020-12-21:08:24:33,660,8483.08,shipped
7973,2020-06-28:03:24:43,803,4516.64,processing
7974,2021-03-27:23:15:06,321,1617.8,delivered
7975,2022-02-07:04:31:08,431,7597.92,shipped
7976,2020-12-12:23:31:17,53,3791.18,pending
7977,2021-12-09:23:38:37,617,7233.64,processing
7978,2021-05-08:08:13:16,50,9618.94,shipped
7979,2020-05-13:14:52:13,561,199.24,delivered
7980,2021-11-26:19:39:28,352,328.97,processing
7981,2021-09-25:14:09:26,281,798.47,delivered
7982,2020-11-30:05:14:16,118,4535.2,pending
7983,2021-10-12:12:30:03,827,3805.7,delivered
7984,2022-11-27:07:49:37,398,9477.74,processing
7985,2020-12-25:03:34:39,452,2526.44,cancelled
7986,2022-06-11:03:45:06,801,2938.43,processing
7987,2021-04-10:20:10:44,817,3844.39,delivered
7988,2022-04-01:03:03:25,342,7927.67,shipped
7989,2021-05-17:13:04:25,328,7941.27,pending
7990,2021-06-02:18:04:09,865,7593.65,cancelled
7991,2022-03-29:05:02:49,711,7377.45,cancelled
7992,2022-03-02:04:00:29,271,4105.07,processing
7993,2020-10-01:20:11:10,191,3858.93,processing
7994,2021-05-31:22:57:49,651,9395.99,processing
7995,2021-09-28:23:11:58,307,9250.94,processing
7996,2022-11-09:10:34:46,204,9573.11,cancelled
7997,2022-11-21:00:46:51,571,548.88,delivered
7998,2020-08-19:23:48:12,67,4802.97,cancelled
7999,2021-03-17:11:48:47,278,9186.28,pending
8000,2020-10-04:23:56:57,113,815.36,shipped
8001,2022-03-07:06:45:22,646,5193.12,processing
8002,2020-05-13:16:31:34,128,2812.97,delivered
8003,2020-12-12:17:44:57,828,8888.11,pending
8004,2022-03-09:16:47:42,538,5697.06,pending
8005,2020-05-02:22:09:52,725,6525.96,processing
8006,2021-12-10:17:05:09,133,337.76,pending
8007,2022-11-15:10:29:38,854,449.62,cancelled
8008,2022-03-14:11:28:05,861,7534.14,delivered
8009,2020-07-03:01:22:25,612,3916.97,cancelled
8010,2021-05-27:04:18:10,903,4033.72,cancelled
8011,2022-06-30:13:32:47,948,6461.72,cancelled
8012,2020-10-08:21:01:58,462,1841.34,cancelled
8013,2022-04-16:03:41:03,843,2585.03,delivered
8014,2020-10-05:07:44:16,616,7810.27,delivered
8015,2021-02-13:01:33:58,466,5039.94,processing
8016,2022-11-21:18:16:03,92,3392.15,processing
8017,2021-02-16:15:53:45,915,221.69,shipped
8018,2020-09-28:15:28:59,8,3545.36,processing
8019,2020-10-17:12:53:10,50,5724.54,processing
8020,2022-12-19:00:55:22,62,2969.1,shipped
8021,2020-01-06:09:05:07,392,7040.78,processing
8022,2020-03-30:01:56:20,748,8275.47,shipped
8023,2022-01-05:10:01:37,533,2746.12,delivered
8024,2022-12-23:01:51:41,310,4685.35,processing
8025,2020-11-28:06:35:06,68,9773.71,pending
8026,2020-08-18:13:29:30,653,2734.39,cancelled
8027,2020-11-13:17:18:43,225,2004.33,pending
8028,2022-10-06:04:00:54,262,1771.69,shipped
8029,2021-01-10:18:08:27,418,6859.13,processing
8030,2020-02-20:11:24:23,575,1383.26,processing
8031,2020-09-02:21:26:44,876,9156.75,shipped
8032,2020-07-20:16:52:34,233,5995.51,cancelled
8033,2021-03-03:05:17:16,1000,2935.21,delivered
8034,2020-08-06:03:10:40,817,4646.36,cancelled
8035,2021-01-04:17:13:25,23,712.92,cancelled
8036,2022-09-07:21:47:24,991,8923.45,cancelled
8037,2021-10-03:17:49:20,250,8399.23,shipped
8038,2022-10-11:19:05:29,173,6718.67,delivered
8039,2021-06-29:16:47:19,928,1240.46,pending
8040,2021-11-01:07:09:16,740,6320.35,processing
8041,2020-07-05:02:36:02,988,3452.38,pending
8042,2020-08-04:17:16:58,867,1950.32,pending
8043,2021-09-17:02:56:15,756,6226.26,cancelled
8044,2021-02-20:11:38:56,388,2103.53,shipped
8045,2020-09-13:08:01:12,153,6977.37,processing
8046,2020-05-24:08:40:27,985,5717.37,shipped
8047,2021-02-01:15:29:09,148,3763.18,delivered
8048,2021-12-05:10:26:48,506,1802.72,cancelled
8049,2022-06-15:03:49:42,392,6063.02,cancelled
8050,2020-06-06:07:54:24,58,5769.94,delivered
8051,2022-12-17:12:18:57,187,1686.08,cancelled
8052,2022-04-08:16:32:25,119,2787.3,processing
8053,2022-04-12:22:27:02,846,4364.63,cancelled
8054,2020-06-27:05:13:37,412,8023.1,shipped
8055,2021-05-16:04:45:35,385,5669.92,delivered
8056,2022-07-29:08:37:32,665,9004.1,delivered
8057,2021-08-30:20:53:26,825,9143.03,pending
8058,2021-08-29:09:46:17,982,1344.95,cancelled
8059,2020-05-29:15:41:08,338,8179.07,pending
8060,2022-11-02:05:54:36,916,3548.68,shipped
8061,2021-10-02:02:23:19,688,7988.4,shipped
8062,2020-06-27:16:27:14,5,8147.43,cancelled
8063,2021-09-26:04:44:48,699,322.48,delivered
8064,2021-07-29:14:04:54,31,396.84,delivered
8065,2021-12-20:16:34:54,162,3394.12,delivered
8066,2021-08-01:04:25:30,97,7162.65,delivered
8067,2022-02-19:19:24:07,931,2838.05,shipped
8068,2021-06-08:15:13:42,186,7337.18,cancelled
8069,2021-06-12:19:19:33,242,4827.56,pending
8070,2020-08-22:06:41:38,830,5420.23,processing
8071,2022-06-13:00:59:08,309,5674.57,processing
8072,2022-03-03:12:01:24,368,7796.7,shipped
8073,2021-04-06:04:04:59,997,163.68,delivered
8074,2020-01-07:07:00:28,999,8057.19,processing
8075,2020-09-24:02:23:56,226,8373.88,shipped
8076,2021-02-06:04:09:41,57,716.14,pending
8077,2021-04-30:01:10:50,994,3617.97,cancelled
8078,2022-01-29:05:03:19,273,8147.33,shipped
8079,2022-07-21:19:52:34,864,800.83,delivered
8080,2021-02-21:01:10:34,206,2049.83,processing
8081,2021-07-13:03:48:50,332,9080.08,pending
8082,2022-02-25:12:32:22,511,8587.02,delivered
8083,2020-05-20:00:53:11,10,3820.26,processing
8084,2020-12-15:12:35:30,505,9498.99,pending
8085,2021-08-24:13:13:34,588,1661.93,delivered
8086,2020-05-06:09:15:41,787,380.08,processing
8087,2022-06-11:17:57:18,853,5121.13,cancelled
8088,2021-12-28:03:13:03,656,7506.76,processing
8089,2022-05-19:03:01:15,769,8832.05,shipped
8090,2022-03-07:18:53:13,230,4321.03,cancelled
8091,2022-06-05:07:31:46,937,8481.49,processing
8092,2021-10-05:17:24:44,171,1120.19,shipped
8093,2022-11-20:09:12:01,464,4037.88,processing
8094,2020-03-09:07:23:59,577,5189.03,processing
8095,2020-09-10:20:40:59,600,9036.35,delivered
8096,2022-06-08:01:35:17,600,8807.41,delivered
8097,2022-09-07:04:20:50,434,1323.9,pending
8098,2021-06-03:04:45:20,120,2352.28,processing
8099,2020-05-21:08:34:33,740,5149.05,pending
8100,2020-09-10:22:11:25,182,4526.88,cancelled
8101,2021-07-17:14:43:37,261,114.17,pending
8102,2022-07-22:17:15:42,107,5328.71,shipped
8103,2022-07-14:04:22:25,533,6777.81,cancelled
8104,2021-03-18:03:31:35,888,7347.31,shipped
8105,2021-05-21:11:28:17,83,316.16,pending
8106,2022-12-25:19:53:59,974,3799.85,cancelled
8107,2021-11-25:22:30:12,897,4383.63,cancelled
8108,2022-09-07:16:33:47,842,5497.03,processing
8109,2021-12-23:04:24:05,420,8811.57,shipped
8110,2021-03-29:18:55:07,940,178.76,cancelled
8111,2021-11-26:00:24:16,232,3625.08,shipped
8112,2022-07-24:10:12:18,535,8757.99,pending
8113,2022-10-25:04:51:26,125,3577.87,delivered
8114,2022-09-30:22:33:04,466,9773.25,delivered
8115,2022-09-08:22:21:53,583,4926.7,processing
8116,2020-09-13:08:25:30,650,7650.81,cancelled
8117,2022-01-06:12:23:06,61,2261.12,delivered
8118,2020-02-16:03:53:16,7,8494.01,processing
8119,2020-10-12:03:27:00,129,4488.02,shipped
8120,2021-03-17:16:55:35,682,8131.43,cancelled
8121,2021-01-11:06:44:15,572,2547.99,delivered
8122,2020-02-06:07:46:44,734,7451.43,pending
8123,2020-10-08:16:03:09,903,2010.65,pending
8124,2020-12-13:02:01:11,209,7873.24,shipped
8125,2021-01-31:11:55:01,131,8874.65,cancelled
8126,2022-02-15:15:54:07,47,5542.92,processing
8127,2022-04-08:08:32:24,612,2101.07,pending
8128,2020-02-13:18:25:31,235,1279.12,delivered
8129,2020-12-30:11:24:02,329,5442.89,delivered
8130,2022-09-29:06:27:12,125,1314.44,cancelled
8131,2022-07-29:14:28:07,907,3804.2,processing
8132,2022-05-06:21:49:41,458,2263.06,cancelled
8133,2022-05-09:10:32:30,467,1127.02,pending
8134,2021-11-21:01:23:34,930,5141.58,shipped
8135,2020-04-12:22:11:40,859,205.8,shipped
8136,2022-03-02:03:26:01,37,6627.88,shipped
8137,2022-08-21:02:46:03,15,4644.5,cancelled
8138,2021-10-26:02:54:46,978,7259.76,processing
8139,2022-08-19:17:32:06,232,9927.83,delivered
8140,2021-11-12:21:05:05,221,708.95,delivered
8141,2021-01-26:02:48:39,404,2091.43,processing
8142,2022-07-20:00:39:37,707,6168.31,pending
8143,2021-03-01:20:18:22,876,6791.88,shipped
8144,2022-11-20:12:15:38,602,7923.92,cancelled
8145,2022-05-29:21:37:15,205,6115.67,processing
8146,2021-12-12:22:44:44,598,2608.89,pending
8147,2022-09-08:04:50:49,108,4267.94,cancelled
8148,2020-09-06:17:05:56,61,9073.17,delivered
8149,2020-04-30:22:48:30,957,4255.47,pending
8150,2021-05-29:15:21:28,574,5232.39,delivered
8151,2022-05-04:09:58:52,846,2221.57,pending
8152,2020-08-18:18:46:48,732,8318.06,shipped
8153,2022-10-08:14:55:18,928,3389.4,cancelled
8154,2022-06-14:01:02:59,794,4239.56,pending
8155,2022-08-24:09:15:29,498,6366.75,cancelled
8156,2020-04-14:09:22:16,768,6663.38,delivered
8157,2022-07-18:23:04:40,759,4775.18,cancelled
8158,2020-10-22:14:08:00,557,5043.18,cancelled
8159,2022-12-16:12:26:16,524,9729.08,delivered
8160,2020-09-15:13:15:06,964,7548.09,pending
8161,2020-11-05:06:18:38,978,3819.91,processing
8162,2022-11-07:00:57:24,799,3380.11,delivered
8163,2020-03-28:02:38:22,81,6956.75,cancelled
8164,2021-12-17:18:46:19,77,4237.79,pending
8165,2020-11-26:11:00:38,297,4978.56,shipped
8166,2020-05-06:17:30:29,546,9309.88,shipped
8167,2020-06-25:04:51:35,374,4319.65,shipped
8168,2022-08-18:19:06:18,261,1417.22,delivered
8169,2021-10-23:01:45:35,357,4731.4,delivered
8170,2022-08-31:11:12:27,349,6355.43,processing
8171,2021-08-15:18:44:26,403,4308.9,processing
8172,2020-02-17:21:50:03,115,658.59,pending
8173,2020-03-21:01:24:31,531,3511.18,cancelled
8174,2020-09-26:03:38:37,679,7065.22,processing
8175,2020-01-08:02:24:54,255,96.55,delivered
8176,2022-06-29:06:21:02,987,3195.71,cancelled
8177,2020-03-14:15:07:05,674,9331.72,pending
8178,2020-12-10:15:53:43,184,8430.96,processing
8179,2021-08-25:07:55:05,508,2923.35,pending
8180,2021-05-09:18:38:01,406,2034.92,processing
8181,2020-10-23:09:47:05,619,4934.88,delivered
8182,2021-09-27:13:53:44,505,7325.97,delivered
8183,2020-02-14:09:49:20,83,9991.82,shipped
8184,2021-12-09:01:10:06,80,1846.63,processing
8185,2022-06-18:00:39:48,527,3225.73,delivered
8186,2022-08-03:10:40:10,168,1075.72,shipped
8187,2022-11-17:21:17:39,642,3593.09,cancelled
8188,2021-07-21:18:26:05,58,2627.87,pending
8189,2022-10-16:09:31:20,343,7380.0,shipped
8190,2022-10-20:11:46:22,714,520.16,processing
8191,2021-06-05:09:46:35,129,1166.95,cancelled
8192,2022-02-02:08:33:57,788,8380.1,processing
8193,2022-10-15:02:49:29,570,9827.84,delivered
8194,2022-03-09:05:46:32,855,7970.43,shipped
8195,2021-02-28:23:04:47,252,2247.06,cancelled
8196,2021-12-06:20:04:25,155,5172.39,processing
8197,2022-07-05:01:51:20,495,4822.27,pending
8198,2020-01-24:03:48:34,353,8602.78,processing
8199,2022-05-16:17:12:53,944,4445.64,shipped
8200,2022-03-21:01:22:00,18,4920.19,shipped
8201,2021-08-22:07:44:26,331,655.98,pending
8202,2022-08-10:21:41:28,708,9927.46,processing
8203,2021-09-18:15:37:33,619,9983.6,pending
8204,2022-05-28:19:14:44,233,3774.1,processing
8205,2021-01-18:17:34:39,48,8852.38,pending
8206,2022-08-25:20:00:55,33,6553.4,cancelled
8207,2020-03-15:20:43:44,693,9652.43,delivered
8208,2020-02-08:06:59:57,195,3889.83,processing
8209,2021-11-10:00:45:13,409,3931.8,shipped
8210,2020-09-21:03:02:24,222,1802.22,cancelled
8211,2022-05-30:05:37:45,229,7513.96,cancelled
8212,2022-03-08:21:33:49,149,933.47,cancelled
8213,2020-08-03:01:21:11,403,1669.46,shipped
8214,2021-08-10:08:04:39,107,370.49,shipped
8215,2022-11-05:20:24:55,915,3909.64,shipped
8216,2022-01-27:02:18:36,640,6460.36,delivered
8217,2020-06-18:16:40:58,64,679.45,delivered
8218,2022-09-23:06:55:21,416,493.67,delivered
8219,2020-10-04:07:30:59,494,6417.48,delivered
8220,2020-04-18:22:35:21,41,3285.32,shipped
8221,2020-05-25:03:32:20,30,5261.81,pending
8222,2020-07-09:14:13:34,812,5583.48,pending
8223,2021-10-26:23:25:10,890,2495.8,delivered
8224,2022-03-11:11:20:21,700,2118.61,shipped
8225,2021-12-24:23:17:22,323,3836.46,processing
8226,2022-07-03:09:05:22,626,3695.02,cancelled
8227,2022-12-29:23:20:43,271,7698.98,pending
8228,2020-07-01:03:05:11,805,1583.51,cancelled
8229,2020-11-30:02:26:53,754,7128.08,cancelled
8230,2021-04-07:02:09:50,387,1188.26,delivered
8231,2020-12-13:20:53:19,927,6463.02,cancelled
8232,2022-09-03:11:09:01,58,8023.2,pending
8233,2022-08-15:00:48:36,474,6293.47,delivered
8234,2020-02-03:23:30:33,656,4245.39,pending
8235,2020-10-31:18:08:57,352,6697.65,pending
8236,2020-12-13:18:52:00,272,3330.02,shipped
8237,2021-05-05:13:47:56,805,8115.16,processing
8238,2021-12-11:21:11:16,46,7067.95,pending
8239,2021-01-23:19:54:35,753,1384.43,shipped
8240,2021-05-19:12:04:43,49,231.61,processing
8241,2021-09-04:02:14:49,931,8717.05,cancelled
8242,2020-11-04:15:43:21,590,6597.87,cancelled
8243,2020-05-03:18:52:56,335,2213.03,processing
8244,2021-01-29:04:06:12,295,5313.4,pending
8245,2022-08-16:08:32:52,519,7960.84,shipped
8246,2021-08-19:12:50:03,862,4509.98,cancelled
8247,2021-10-05:13:43:43,26,6183.0,cancelled
8248,2021-08-06:20:52:55,525,2843.6,processing
8249,2022-01-12:11:26:36,708,8594.79,cancelled
8250,2022-07-12:10:20:39,650,4610.55,delivered
8251,2021-03-12:04:14:49,395,233.44,pending
8252,2020-06-09:21:16:07,672,8955.86,delivered
8253,2022-05-26:09:53:33,962,4273.41,cancelled
8254,2020-06-15:17:30:13,51,14.46,processing
8255,2020-03-07:09:45:39,264,7101.11,processing
8256,2021-02-05:20:21:18,441,1303.18,shipped
8257,2021-12-06:20:58:08,902,6758.43,delivered
8258,2022-01-25:19:59:31,444,4820.09,delivered
8259,2020-06-19:16:38:20,284,9111.35,processing
8260,2022-12-23:03:54:21,413,7066.81,cancelled
8261,2020-09-20:16:53:20,250,532.63,processing
8262,2021-05-31:14:52:50,488,2862.33,pending
8263,2021-05-21:14:42:55,626,4833.6,cancelled
8264,2021-01-12:13:55:55,276,3639.61,processing
8265,2020-06-04:06:08:12,228,7981.6,delivered
8266,2021-05-25:05:08:51,576,7291.75,shipped
8267,2021-02-20:07:18:59,157,8158.76,shipped
8268,2021-12-23:00:12:03,385,3172.21,cancelled
8269,2020-02-14:13:59:02,883,4637.14,processing
8270,2021-06-27:23:53:18,750,2315.93,shipped
8271,2021-11-01:22:30:34,942,727.6,delivered
8272,2020-10-03:07:45:50,264,2072.72,cancelled
8273,2022-05-27:14:44:29,915,620.47,delivered
8274,2020-09-21:10:00:18,323,4465.29,pending
8275,2021-08-29:23:00:18,352,7759.48,shipped
8276,2020-10-17:02:55:46,795,8461.63,shipped
8277,2021-07-29:03:01:43,413,6730.42,delivered
8278,2020-06-06:15:32:26,838,3636.93,pending
8279,2022-08-16:19:46:20,341,4903.12,pending
8280,2021-10-01:08:31:04,626,1816.06,delivered
8281,2022-07-25:22:11:34,453,3545.27,processing
8282,2020-10-31:06:18:01,260,8172.3,pending
8283,2021-01-19:04:22:48,587,7314.23,pending
8284,2020-04-04:22:17:59,594,5232.42,cancelled
8285,2022-08-13:04:00:21,502,8339.75,cancelled
8286,2022-11-19:23:52:39,43,2427.15,cancelled
8287,2022-10-16:10:56:48,487,9693.79,cancelled
8288,2022-03-19:04:30:02,31,188.02,processing
8289,2020-05-16:03:02:52,168,5161.8,cancelled
8290,2021-09-02:05:19:29,891,4810.05,pending
8291,2020-01-03:15:50:42,999,7241.94,delivered
8292,2022-03-11:22:56:10,657,4173.91,processing
8293,2021-05-11:16:02:38,430,2384.99,pending
8294,2020-09-09:12:00:27,194,3305.19,pending
8295,2022-07-02:23:21:24,16,2736.61,cancelled
8296,2022-08-04:19:29:55,978,1521.83,processing
8297,2020-08-15:20:17:59,193,5263.52,delivered
8298,2022-05-12:08:19:50,469,8330.55,delivered
8299,2021-10-19:01:04:09,100,5726.36,delivered
8300,2021-04-18:12:19:48,502,592.73,shipped
8301,2022-09-29:00:34:30,707,6514.23,delivered
8302,2020-05-30:04:00:22,405,3559.19,delivered
8303,2022-01-19:23:04:37,201,3406.93,pending
8304,2021-08-19:10:24:29,343,5281.99,processing
8305,2022-12-25:09:21:18,6,8169.51,delivered
8306,2022-01-14:19:02:12,493,7863.46,delivered
8307,2022-04-06:07:14:37,244,4652.66,cancelled
8308,2020-12-20:00:30:07,361,6278.48,delivered
8309,2022-04-06:01:28:55,711,183.0,shipped
8310,2020-06-08:14:50:18,220,8909.95,delivered
8311,2020-02-06:06:56:20,602,3561.04,processing
8312,2021-11-17:06:55:45,943,7706.5,processing
8313,2022-11-24:21:19:44,565,3631.49,shipped
8314,2020-06-18:14:55:18,265,2328.37,shipped
8315,2022-02-04:18:49:20,948,4666.59,shipped
8316,2021-11-02:00:23:17,352,2693.52,cancelled
8317,2020-05-09:08:36:19,634,9104.23,cancelled
8318,2020-07-26:14:07:29,306,8231.07,processing
8319,2020-02-12:19:49:02,972,3058.52,cancelled
8320,2020-07-30:07:39:59,177,3555.66,shipped
8321,2020-05-30:09:38:44,490,1176.59,delivered
8322,2020-10-18:14:40:17,348,6347.64,cancelled
8323,2020-03-09:01:10:22,490,5213.91,processing
8324,2021-11-08:04:22:51,561,5596.01,pending
8325,2021-07-28:00:22:08,417,6018.31,processing
8326,2020-08-25:11:29:52,938,4056.3,pending
8327,2020-08-12:15:17:41,964,8332.57,processing
8328,2022-08-01:08:08:07,905,2467.26,cancelled
8329,2021-01-21:00:14:48,316,4527.24,delivered
8330,2021-04-08:02:22:17,861,9866.1,shipped
8331,2020-10-14:22:58:26,843,7094.81,shipped
8332,2020-01-15:23:35:56,581,1282.28,pending
8333,2022-12-28:15:39:59,31,5409.94,shipped
8334,2022-02-22:01:11:46,765,5605.69,processing
8335,2022-02-24:04:54:26,46,6555.57,processing
8336,2020-01-15:22:57:21,447,7932.32,shipped
8337,2022-10-04:05:27:52,289,6352.21,delivered
8338,2022-09-06:07:07:32,723,7670.01,shipped
8339,2022-09-28:05:44:21,408,5083.08,processing
8340,2022-09-13:07:34:54,208,3699.61,delivered
8341,2022-05-23:03:49:10,454,1061.42,cancelled
8342,2021-04-11:00:02:32,845,7.07,processing
8343,2022-09-09:10:49:51,478,3212.81,shipped
8344,2022-04-15:01:44:19,868,1017.95,shipped
8345,2021-09-14:18:54:51,299,3463.39,delivered
8346,2022-09-16:18:34:38,138,9059.23,cancelled
8347,2022-08-03:00:20:59,868,1908.68,pending
8348,2020-07-03:07:04:07,569,936.2,delivered
8349,2020-02-18:15:49:01,643,2164.49,processing
8350,2020-09-05:00:47:12,948,6519.81,pending
8351,2020-12-12:09:42:58,234,9101.02,delivered
8352,2020-03-02:10:24:44,755,6642.56,processing
8353,2021-12-07:16:42:12,906,8837.26,processing
8354,2021-05-05:19:08:35,351,8438.28,shipped
8355,2021-11-07:22:31:24,953,7026.67,shipped
8356,2021-11-06:05:25:18,590,5799.14,shipped
8357,2022-09-18:05:37:07,278,2484.67,delivered
8358,2022-12-01:15:05:50,271,9031.51,processing
8359,2020-01-25:12:41:01,80,7228.09,cancelled
8360,2020-11-19:04:35:42,556,9962.4,shipped
8361,2021-02-05:23:37:37,861,6925.04,shipped
8362,2021-01-04:14:41:03,769,2657.96,processing
8363,2020-06-17:03:19:37,401,4751.99,pending
8364,2021-12-17:08:35:59,765,7053.55,processing
8365,2022-05-15:02:52:21,147,9196.1,delivered
8366,2020-07-16:05:59:59,288,6956.26,delivered
8367,2020-03-29:02:48:04,803,2300.27,shipped
8368,2020-02-26:16:05:29,128,6760.85,delivered
8369,2022-05-15:21:02:19,351,9421.53,delivered
8370,2021-03-02:11:05:47,554,1655.84,shipped
8371,2022-05-17:23:52:51,313,5126.53,pending
8372,2021-03-06:12:33:22,149,2927.45,shipped
8373,2020-06-06:06:25:20,676,4199.4,delivered
8374,2021-03-01:11:38:32,103,8508.0,cancelled
8375,2021-02-26:00:15:10,715,9683.65,delivered
8376,2022-11-19:03:14:03,827,2708.52,processing
8377,2020-02-12:01:30:10,961,5441.2,pending
8378,2022-12-08:07:15:04,146,8410.31,processing
8379,2022-02-28:07:55:38,615,4815.22,cancelled
8380,2022-03-21:10:07:23,561,6482.58,processing
8381,2022-08-15:22:08:24,470,9053.23,processing
8382,2021-08-16:14:44:23,431,1823.99,delivered
8383,2022-01-18:18:32:50,695,9784.15,delivered
8384,2020-03-12:09:10:31,525,511.63,processing
8385,2021-07-27:09:24:10,18,8597.76,pending
8386,2022-12-18:00:32:42,907,5457.06,delivered
8387,2020-05-31:07:17:42,351,7487.59,shipped
8388,2020-06-27:03:41:57,678,3378.23,pending
8389,2022-05-25:10:18:16,478,2391.24,pending
8390,2020-04-30:12:19:32,950,9143.57,processing
8391,2020-07-07:23:06:00,852,5713.88,delivered
8392,2022-05-02:21:00:50,854,7670.9,processing
8393,2022-11-10:16:09:17,683,9647.45,processing
8394,2022-12-16:03:07:42,264,7128.68,pending
8395,2022-05-28:05:02:12,750,3358.67,processing
8396,2021-12-31:05:57:42,65,2706.58,shipped
8397,2022-10-20:10:19:38,939,6793.85,cancelled
8398,2020-11-25:15:00:30,537,2118.58,shipped
8399,2020-09-30:09:47:02,171,2173.79,cancelled
8400,2022-08-10:06:42:31,795,6782.18,processing
8401,2022-11-05:05:01:18,24,5160.14,cancelled
8402,2022-04-23:04:37:31,191,3796.57,shipped
8403,2022-06-07:02:26:26,441,4163.89,processing
8404,2021-02-01:10:14:10,576,8187.67,shipped
8405,2022-01-03:17:11:48,163,9079.87,cancelled
8406,2022-10-30:04:16:20,434,4667.91,delivered
8407,2021-07-30:02:49:05,974,269.77,delivered
8408,2021-03-30:14:20:09,595,6258.65,processing
8409,2020-07-19:12:51:29,173,568.89,shipped
8410,2022-08-10:18:13:46,389,4128.58,pending
8411,2020-01-21:20:21:59,425,2176.83,delivered
8412,2020-10-04:10:50:41,806,4635.78,pending
8413,2020-10-12:20:05:03,139,8293.68,processing
8414,2022-04-21:13:55:43,832,8975.24,pending
8415,2022-06-24:22:15:36,263,3572.7,shipped
8416,2022-08-07:05:52:57,763,7936.81,delivered
8417,2021-02-25:05:36:59,666,5340.79,processing
8418,2021-08-12:13:02:40,714,6132.16,processing
8419,2022-07-18:16:45:14,67,5326.23,processing
8420,2021-09-30:01:06:53,771,1374.42,pending
8421,2022-08-17:17:09:00,740,8341.29,cancelled
8422,2021-01-03:17:17:34,518,8430.35,shipped
8423,2020-09-21:03:14:03,463,4269.21,processing
8424,2020-02-15:09:12:13,547,1752.07,cancelled
8425,2020-11-26:13:18:20,811,289.47,shipped
8426,2022-01-06:06:54:55,869,736.95,processing
8427,2021-06-27:08:42:36,489,6663.14,cancelled
8428,2020-02-18:10:09:49,141,9746.67,delivered
8429,2020-10-29:14:02:46,790,6689.73,cancelled
8430,2022-08-26:16:33:45,417,9201.44,processing
8431,2020-05-21:21:47:52,355,7338.19,shipped
8432,2021-09-29:02:57:02,256,4684.4,processing
8433,2021-01-06:21:39:50,875,5196.35,pending
8434,2021-08-23:05:46:43,304,6549.67,shipped
8435,2022-02-16:21:38:38,120,3613.01,pending
8436,2020-07-01:09:11:17,773,132.69,processing
8437,2020-02-02:12:36:42,619,9323.37,shipped
8438,2020-06-24:08:04:10,791,61.07,processing
8439,2022-10-08:23:49:09,294,7426.13,processing
8440,2022-09-12:06:46:32,948,3770.32,shipped
8441,2021-09-07:06:18:04,964,3742.35,pending
8442,2020-11-12:02:31:04,117,3405.24,delivered
8443,2021-07-29:12:18:02,805,317.38,shipped
8444,2022-11-05:13:32:52,809,3712.88,shipped
8445,2021-11-17:16:31:08,998,5110.23,cancelled
8446,2021-08-07:00:37:51,408,3206.55,shipped
8447,2022-05-11:20:09:13,143,4694.55,shipped
8448,2021-11-25:02:57:29,622,1721.37,pending
8449,2021-01-23:08:13:02,476,3327.75,cancelled
8450,2022-10-26:08:10:29,132,7370.95,processing
8451,2022-01-21:14:01:11,918,8257.81,shipped
8452,2021-04-14:22:22:23,129,8542.72,delivered
8453,2021-04-17:15:06:26,646,3788.99,pending
8454,2020-01-16:09:00:56,819,1983.46,pending
8455,2022-12-17:08:57:18,46,7664.03,processing
8456,2020-07-29:21:31:27,878,9120.54,processing
8457,2020-02-24:17:02:45,148,7641.3,pending
8458,2022-09-04:10:08:01,383,3086.68,cancelled
8459,2021-11-28:01:58:39,362,5633.1,cancelled
8460,2020-05-05:11:43:30,645,552.75,shipped
8461,2021-10-01:14:05:40,393,4335.85,cancelled
8462,2020-02-07:16:08:57,743,1481.06,pending
8463,2020-12-18:12:58:10,773,9621.15,processing
8464,2022-03-13:23:46:29,742,2292.59,delivered
8465,2022-09-27:01:20:33,722,610.77,cancelled
8466,2021-05-17:06:06:05,99,4130.58,cancelled
8467,2020-02-11:22:57:28,353,732.47,pending
8468,2020-12-19:12:37:19,908,76.94,pending
8469,2020-03-09:00:50:15,770,2134.09,cancelled
8470,2022-12-02:13:09:35,469,6763.75,delivered
