code,description,startDate,endDate,promotionDiscount
1EQ0WZQD,Members-only offer,30-09-2023,29-10-2023,0.5
WBBV4AU5,First-order discount,30-12-2020,05-01-2021,0.5
HBZE9X4O,Friend referral bonus,15-09-2020,03-11-2020,0.6
7YYXB462,Members-only offer,11-05-2023,23-05-2023,0.5
43FZ3E2L,Seasonal special,19-07-2021,20-07-2021,0.8
9XDYTPGK,Seasonal special,18-03-2021,09-04-2021,0.5
SNTQIS2E,Seasonal special,10-06-2023,26-07-2023,0.7
ZXVYFNXA,Buy One Get One,07-09-2021,16-09-2021,0.3
IXOLJ7PR,Buy One Get One,01-10-2020,08-10-2020,0.4
NQ6EPH7O,Buy One Get One,12-05-2023,16-05-2023,0.2
II4VUA6G,Free shipping offer,15-12-2020,06-02-2021,0.2
MAYWF5A2,Friend referral bonus,10-10-2020,25-10-2020,0.3
CD7LPXWZ,Free shipping offer,25-03-2025,30-03-2025,0.5
SP9P9TRM,Clearance blowout,27-12-2023,21-02-2024,0.1
J3MKIYJD,Members-only offer,07-03-2021,18-03-2021,0.5
Y62K5HL8,Members-only offer,25-05-2023,02-07-2023,0.6
M5AC4N2I,Clearance blowout,03-03-2022,14-04-2022,0.2
O14K17CU,Flash sale items,10-06-2023,14-07-2023,0.3
LMTO5JM2,First-order discount,10-07-2023,03-09-2023,0.2
M19M62VJ,Friend referral bonus,26-11-2020,18-01-2021,0.3
GUX3CXLE,Buy One Get One,02-12-2024,13-01-2025,0.3
Z7HC3K44,Limited-time deal,15-07-2023,07-09-2023,0.8
JOEWCBE1,Clearance blowout,02-11-2022,30-12-2022,0.2
R0MYKTBY,Members-only offer,15-07-2020,26-07-2020,0.7
GRVUMVIT,Weekend promotion,09-02-2022,02-04-2022,0.7
FE1OWAHQ,Friend referral bonus,16-05-2022,01-07-2022,0.5
A2DVOERF,Buy One Get One,02-09-2024,09-10-2024,0.4
Y3PG2MQG,Clearance blowout,30-03-2022,08-05-2022,0.5
6H0X2XTT,Friend referral bonus,20-04-2024,10-06-2024,0.5
GD106BJ5,Flash sale items,10-06-2023,24-07-2023,0.5
1QX2Q161,Friend referral bonus,06-10-2023,20-10-2023,0.2
DLFTAUFR,Members-only offer,04-10-2022,02-12-2022,0.2
LNKSLAOC,Buy One Get One,20-08-2023,07-10-2023,0.4
TXXK3634,Members-only offer,09-07-2020,16-07-2020,0.4
3QPLBFMG,Clearance blowout,10-11-2023,31-12-2023,0.5
LJC6PL20,Free shipping offer,20-07-2022,30-08-2022,0.1
8ARZDH18,Limited-time deal,28-05-2022,29-06-2022,0.7
AXRFQYBZ,Friend referral bonus,02-02-2022,08-02-2022,0.4
LQ64BJWE,First-order discount,21-09-2022,01-10-2022,0.4
EYGZUY38,Limited-time deal,21-11-2021,16-12-2021,0.2
VLKI03DI,Weekend promotion,13-11-2024,11-01-2025,0.3
O0I6WABX,First-order discount,26-10-2021,02-11-2021,0.3
F2HE4VZN,Members-only offer,04-04-2022,09-04-2022,0.8
EKU0U2Q2,First-order discount,28-07-2020,01-08-2020,0.6
C75EUFUK,Weekend promotion,25-07-2023,05-09-2023,0.3
GKCVSFZD,First-order discount,17-02-2025,02-03-2025,0.2
EU0JWXN1,Members-only offer,29-04-2023,27-05-2023,0.1
SBP8CEBI,Clearance blowout,17-02-2023,02-03-2023,0.4
S93PTKDD,Buy One Get One,15-02-2025,02-04-2025,0.5
XKY5CXU3,First-order discount,08-07-2020,11-07-2020,0.3
Q4IPW0T9,Free shipping offer,08-07-2020,01-09-2020,0.3
A4F2H60V,Free shipping offer,18-10-2020,08-11-2020,0.3
RI0FPS4I,Buy One Get One,27-03-2025,30-04-2025,0.7
N4TN9X7Z,Limited-time deal,13-01-2023,28-01-2023,0.8
CQZLUUX2,Seasonal special,31-03-2024,22-04-2024,0.6
5GFZVIT2,Seasonal special,17-06-2024,06-07-2024,0.2
FIANA0EI,Seasonal special,11-07-2022,20-07-2022,0.6
WAE1ZUXW,Buy One Get One,21-10-2022,09-11-2022,0.2
G8KLOXY6,Members-only offer,29-08-2020,25-10-2020,0.6
DNFUWITV,Flash sale items,19-11-2024,29-12-2024,0.5
CEXLK8BU,Weekend promotion,27-08-2022,04-10-2022,0.5
WYJW27K1,First-order discount,30-12-2021,10-02-2022,0.4
O65MKYHA,Limited-time deal,27-01-2023,13-03-2023,0.6
AL8RTREB,Free shipping offer,28-05-2023,15-07-2023,0.6
V9S2A0W2,Friend referral bonus,21-02-2025,14-03-2025,0.2
UPHE5A90,Free shipping offer,15-07-2024,27-08-2024,0.5
ZS6QWI8R,Friend referral bonus,26-06-2020,19-07-2020,0.2
GHBJH01N,Friend referral bonus,08-07-2022,09-08-2022,0.2
NN2WKD2E,Members-only offer,20-07-2023,09-09-2023,0.4
4JUIV4WO,Buy One Get One,07-06-2022,24-07-2022,0.7
2QL1XHD7,Free shipping offer,10-09-2022,03-11-2022,0.7
H4FNRM0J,Friend referral bonus,18-03-2022,31-03-2022,0.2
S5X06D62,Free shipping offer,26-08-2023,03-10-2023,0.4
TQY7BXOM,Seasonal special,11-11-2022,30-11-2022,0.5
7QFNZC8H,Free shipping offer,04-05-2021,23-05-2021,0.5
7WAQRMFR,Clearance blowout,19-04-2020,30-05-2020,0.7
CQ54CLGX,Clearance blowout,17-05-2023,06-06-2023,0.4
3J7EAKKA,Members-only offer,20-09-2023,09-11-2023,0.6
TSHCTQB1,Members-only offer,23-02-2022,03-04-2022,0.2
VOSVIN2L,First-order discount,09-12-2022,20-12-2022,0.3
CB0V9MA5,Limited-time deal,05-01-2024,01-02-2024,0.6
A9M304SH,Clearance blowout,14-10-2021,01-12-2021,0.4
3OP14C7G,Buy One Get One,09-11-2021,19-11-2021,0.4
MBPDP2IW,Friend referral bonus,30-08-2024,21-10-2024,0.7
K7L8VM56,Buy One Get One,09-08-2024,29-08-2024,0.5
Y59KDV7P,Free shipping offer,30-07-2020,14-09-2020,0.5
BAR4ZV85,Free shipping offer,21-02-2024,05-04-2024,0.8
Q2LXQ8BD,Friend referral bonus,10-03-2023,20-03-2023,0.5
J3B2G5ZC,Seasonal special,09-05-2022,28-06-2022,0.6
B0ZSO2ZB,Seasonal special,07-09-2023,13-10-2023,0.6
GC8FNO4A,First-order discount,30-10-2024,05-11-2024,0.5
3N9I1210,Flash sale items,08-02-2023,14-02-2023,0.5
IZB0LTUE,Flash sale items,06-10-2021,16-11-2021,0.4
XX8YBR90,Buy One Get One,28-10-2022,06-11-2022,0.6
ENK6PZIX,Limited-time deal,12-01-2025,12-03-2025,0.6
5KSE1ZBA,Seasonal special,13-06-2021,02-08-2021,0.4
Q0N21PJ8,Weekend promotion,12-05-2020,06-06-2020,0.3
43U0JS43,Limited-time deal,24-05-2024,17-06-2024,0.1
EKPUVD3O,Buy One Get One,06-03-2022,23-03-2022,0.4
T2JZLA5C,First-order discount,27-04-2021,18-06-2021,0.5
KJLBK3XL,Free shipping offer,20-12-2022,07-02-2023,0.5
0WI2K0V4,Free shipping offer,26-09-2023,19-10-2023,0.6
BQG3M85U,Seasonal special,08-04-2021,30-04-2021,0.8
SOV3VPI0,Limited-time deal,27-02-2024,09-03-2024,0.5
2FUTP3KA,Buy One Get One,06-11-2020,30-11-2020,0.5
AHIBRRT9,Weekend promotion,20-02-2025,12-03-2025,0.5
6XEQGJDY,Flash sale items,12-04-2022,07-05-2022,0.6
9INT9FXD,Members-only offer,09-04-2024,17-04-2024,0.7
LEHXAY2Q,Seasonal special,27-11-2020,28-12-2020,0.2
4KCPWGGC,Flash sale items,07-12-2020,11-01-2021,0.2
0PO6TSOV,First-order discount,09-04-2024,20-05-2024,0.3
W4F2C6RR,Limited-time deal,03-04-2021,31-05-2021,0.5
9GASMSES,Seasonal special,13-04-2024,24-05-2024,0.7
CWCFDDPY,Seasonal special,15-09-2024,07-11-2024,0.8
XT2P7JTK,Free shipping offer,09-08-2020,19-09-2020,0.6
XTQJO02M,Buy One Get One,24-10-2021,25-10-2021,0.6
QNPFSIOX,Buy One Get One,11-01-2024,12-02-2024,0.5
19SSKDEF,Weekend promotion,04-07-2021,23-07-2021,0.2
6N98GGJC,Limited-time deal,12-03-2023,28-04-2023,0.7
LZJL5HWW,Clearance blowout,11-11-2021,08-12-2021,0.6
EZ7I12M9,Flash sale items,04-02-2024,22-02-2024,0.7
HN5RL4VM,Members-only offer,18-05-2023,10-07-2023,0.3
BO2K1MMT,Seasonal special,11-01-2024,15-02-2024,0.1
M8VNCEAB,Limited-time deal,14-08-2022,13-10-2022,0.8
R320GUD2,Limited-time deal,19-01-2022,26-01-2022,0.3
2U1IUQLS,Friend referral bonus,11-02-2024,13-03-2024,0.3
36Q012NA,Clearance blowout,18-06-2023,22-07-2023,0.3
W6AL2O0N,Friend referral bonus,21-06-2022,24-07-2022,0.5
922J0TOH,First-order discount,20-10-2020,06-12-2020,0.8
SIYNFC0K,Buy One Get One,21-10-2023,25-11-2023,0.6
7WUU7IIQ,Seasonal special,08-11-2020,05-01-2021,0.6
IEQZLOKB,Weekend promotion,17-05-2023,26-06-2023,0.5
7GFN8Y6E,Seasonal special,08-08-2024,29-08-2024,0.4
FK1ANKUA,First-order discount,27-05-2022,10-07-2022,0.6
LK6JV5HK,Free shipping offer,11-07-2020,05-08-2020,0.3
2ABGY3EB,Members-only offer,17-01-2025,07-02-2025,0.5
JF2IHJ30,Seasonal special,26-05-2020,13-06-2020,0.7
BTXQIUNW,Clearance blowout,04-03-2025,28-04-2025,0.6
PZN6WMHC,Flash sale items,10-06-2020,16-06-2020,0.3
LBK6SSKX,Free shipping offer,27-09-2023,30-09-2023,0.4
7D67JZ3X,Seasonal special,16-12-2021,07-01-2022,0.4
DFIW9GC7,Members-only offer,09-11-2020,05-01-2021,0.1
AIOKP64L,Clearance blowout,11-07-2023,15-07-2023,0.4
T6LNI1D4,First-order discount,14-08-2020,07-09-2020,0.3
WVP6RAIH,Limited-time deal,10-11-2020,12-11-2020,0.1
0ZVFRXIH,Weekend promotion,01-02-2024,11-03-2024,0.3
KYTPTGR6,First-order discount,20-06-2023,08-08-2023,0.8
J5UEMHSV,Clearance blowout,25-04-2022,07-06-2022,0.6
V3GJFWQC,Buy One Get One,24-02-2024,05-03-2024,0.4
78KJK28X,Members-only offer,27-10-2022,08-12-2022,0.2
AKQ8PMPC,Limited-time deal,22-01-2025,02-02-2025,0.5
R8QHKBKK,Free shipping offer,15-03-2021,16-04-2021,0.6
6PNHLGDU,Friend referral bonus,16-05-2023,15-06-2023,0.6
M2VA5WSP,Weekend promotion,15-01-2025,01-02-2025,0.6
2A0ZI9JF,Weekend promotion,02-02-2022,09-02-2022,0.2
TZ6J9ZYS,First-order discount,28-09-2022,24-10-2022,0.4
4MDAQMDQ,Seasonal special,10-03-2025,18-03-2025,0.5
Y4N2H7FC,Friend referral bonus,08-07-2020,19-08-2020,0.5
0PL9JVH6,Weekend promotion,21-08-2020,29-08-2020,0.3
6QWM3A6P,Free shipping offer,21-08-2024,09-10-2024,0.4
859JWFW4,Free shipping offer,21-09-2021,01-11-2021,0.2
3Z8YXRAW,Limited-time deal,13-03-2024,28-04-2024,0.4
879NMIIW,Buy One Get One,05-12-2024,22-12-2024,0.4
8R1LLH1Q,Weekend promotion,02-02-2022,20-02-2022,0.2
JMQETRIX,Buy One Get One,17-07-2023,31-08-2023,0.8
5XPIMTDD,Free shipping offer,26-08-2020,05-10-2020,0.2
FINQMGSR,Friend referral bonus,30-01-2021,23-03-2021,0.5
WNU0GFD8,Friend referral bonus,03-09-2021,02-11-2021,0.3
K1W8OGT7,Friend referral bonus,18-08-2023,30-09-2023,0.5
PITXJ70C,Seasonal special,12-01-2021,01-03-2021,0.1
TDR40V87,Friend referral bonus,16-02-2021,05-04-2021,0.5
7VNWZ34M,Weekend promotion,22-11-2020,25-12-2020,0.8
3Y29CZUU,Buy One Get One,06-07-2021,03-09-2021,0.6
L0R7N52Z,Limited-time deal,29-09-2023,12-11-2023,0.2
YWNOUNH6,Clearance blowout,29-05-2020,28-07-2020,0.6
HESOPU74,Flash sale items,15-12-2022,26-12-2022,0.6
7H6IAQ9E,Friend referral bonus,23-07-2022,11-09-2022,0.5
RLHBSRHS,Free shipping offer,13-12-2020,28-01-2021,0.8
CKGJRGLD,Limited-time deal,20-05-2021,23-05-2021,0.7
SJPZ1JT9,Members-only offer,28-05-2020,02-07-2020,0.2
KXLBGOUS,Flash sale items,20-05-2022,24-06-2022,0.6
HEDLN8XN,Seasonal special,10-01-2021,09-03-2021,0.5
FNYQO35L,Members-only offer,24-02-2022,03-04-2022,0.7
JOVUPAOA,Free shipping offer,27-12-2020,12-02-2021,0.5
368CJVE3,Seasonal special,31-08-2021,26-09-2021,0.8
15NTYO5C,Seasonal special,17-10-2023,30-10-2023,0.7
IR208KD8,First-order discount,27-06-2023,08-08-2023,0.5
EPTECDGI,Free shipping offer,20-01-2022,06-03-2022,0.5
ET0HQRXB,Friend referral bonus,08-01-2022,23-02-2022,0.5
KBHDWFGS,Buy One Get One,15-02-2022,16-03-2022,0.3
88IBY97V,Buy One Get One,26-02-2021,09-04-2021,0.5
6370P07M,Limited-time deal,15-03-2021,07-05-2021,0.2
3JVYKG4S,Seasonal special,27-04-2024,22-06-2024,0.7
6GM5JVL9,First-order discount,26-10-2021,28-11-2021,0.5
CWNAZYWU,Flash sale items,28-01-2023,09-03-2023,0.4
GYCZ1V7H,Seasonal special,07-08-2020,06-10-2020,0.6
64AATM9L,First-order discount,09-05-2020,10-06-2020,0.6
7X9BQR6P,Friend referral bonus,18-05-2024,28-05-2024,0.4
OOGV8EDB,Weekend promotion,14-10-2022,24-10-2022,0.3
3EYD5BKA,Free shipping offer,04-09-2024,23-09-2024,0.5
L18RC1DA,Friend referral bonus,03-05-2023,11-05-2023,0.8
FC2Y08FS,Weekend promotion,01-08-2020,08-09-2020,0.7
BRDKNZZ4,Members-only offer,20-11-2024,24-11-2024,0.3
EQDZ6F2R,Clearance blowout,22-04-2020,26-04-2020,0.6
0OY2SMSC,First-order discount,01-12-2020,22-12-2020,0.2
1QDJ66Q0,First-order discount,11-02-2022,25-02-2022,0.6
X5B0I0NO,Friend referral bonus,24-12-2024,24-01-2025,0.7
AOTV5KGB,First-order discount,11-01-2021,18-02-2021,0.5
C08O04AW,Weekend promotion,17-11-2024,11-01-2025,0.5
XA3ZK09W,Buy One Get One,10-05-2023,28-05-2023,0.4
EDPGP20N,Weekend promotion,26-07-2023,31-07-2023,0.1
58LLC3CG,Friend referral bonus,28-12-2021,24-01-2022,0.5
MOFPPPY9,Members-only offer,19-05-2024,17-06-2024,0.6
OLIN10U3,Weekend promotion,28-11-2023,05-12-2023,0.8
H7LTUVAW,Free shipping offer,20-06-2023,23-07-2023,0.4
SSIWVLW2,Seasonal special,09-12-2023,14-01-2024,0.7
0MB7OBCP,Friend referral bonus,12-10-2022,29-11-2022,0.2
9KIV7TCA,Buy One Get One,14-01-2025,25-01-2025,0.8
IZ0CICYN,Free shipping offer,05-08-2022,22-08-2022,0.7
53OVE2ZX,First-order discount,16-06-2022,18-06-2022,0.1
T36MORSE,Seasonal special,24-03-2022,17-05-2022,0.2
28KPTUHS,Limited-time deal,12-04-2020,26-05-2020,0.2
CA9Z0EVF,Clearance blowout,09-07-2024,13-07-2024,0.6
XR16TYJF,Limited-time deal,09-02-2025,22-02-2025,0.5
7KJU1OVO,Buy One Get One,20-08-2024,28-09-2024,0.2
L2929A72,Clearance blowout,25-05-2024,23-07-2024,0.6
TBHS08M4,Limited-time deal,27-02-2021,28-03-2021,0.6
4L07Q3G5,Free shipping offer,15-07-2024,18-07-2024,0.5
GAVR2YPU,Members-only offer,25-06-2020,07-08-2020,0.7
O5OWO2W7,Members-only offer,07-12-2024,22-12-2024,0.2
6IWX2URI,Members-only offer,14-05-2020,18-06-2020,0.8
E8MAAZKX,Flash sale items,31-12-2021,04-01-2022,0.6
0ROPEU5A,Free shipping offer,19-11-2021,26-12-2021,0.2
MU9VMSXT,Clearance blowout,03-02-2022,28-03-2022,0.2
DFMW72O3,Seasonal special,24-02-2021,01-03-2021,0.7
0QGN2SF7,Free shipping offer,07-07-2021,02-09-2021,0.1
M6G0API3,Free shipping offer,17-04-2020,14-05-2020,0.5
VEBVQOWY,Flash sale items,04-12-2020,17-01-2021,0.6
JWUF8N5Z,Flash sale items,22-12-2020,31-12-2020,0.6
SYLOS3CR,Seasonal special,04-01-2024,11-01-2024,0.7
FFFCRR05,Friend referral bonus,19-12-2022,29-01-2023,0.3
YSO9EKHS,Free shipping offer,24-06-2023,17-08-2023,0.6
LIXGMZCM,Limited-time deal,26-04-2024,19-06-2024,0.2
YXWX52KV,Weekend promotion,09-09-2021,28-10-2021,0.5
HNCU5B6W,Clearance blowout,20-03-2022,21-04-2022,0.4
G4Q2GGF1,Buy One Get One,06-01-2024,30-01-2024,0.2
BCZHVB43,First-order discount,31-01-2023,17-03-2023,0.5
VUPSQK6T,Clearance blowout,06-02-2021,12-02-2021,0.6
AQOGV2MP,Members-only offer,03-01-2022,28-01-2022,0.8
13AMWSPV,Weekend promotion,29-12-2023,25-02-2024,0.6
5P1GBT0Z,Flash sale items,05-05-2023,07-06-2023,0.4
C5QP3D8L,Members-only offer,26-04-2022,02-06-2022,0.7
KXT53K7Q,Weekend promotion,24-01-2025,26-01-2025,0.8
PCUNNZ55,Limited-time deal,26-04-2023,24-05-2023,0.4
QWWCP55G,Buy One Get One,12-05-2023,20-05-2023,0.7
UCH8VV05,Seasonal special,16-09-2021,26-10-2021,0.3
0F10VPOH,Clearance blowout,04-07-2020,29-07-2020,0.7
KPJCHUBQ,Friend referral bonus,16-05-2021,30-05-2021,0.3
N8XJE9NM,Weekend promotion,14-05-2024,01-06-2024,0.6
6LVOW6HD,Free shipping offer,09-06-2021,24-06-2021,0.2
FGCUAV6Z,Clearance blowout,23-05-2023,17-07-2023,0.2
2C8CM2UP,First-order discount,16-09-2024,25-09-2024,0.2
91OH6KE5,Members-only offer,15-07-2022,04-08-2022,0.6
G9UZ4ZCH,Buy One Get One,02-06-2024,24-06-2024,0.4
M0SZRK8G,Free shipping offer,10-09-2023,15-09-2023,0.2
UD7TDX60,Seasonal special,28-02-2024,01-04-2024,0.6
RQ5WBMC5,Flash sale items,02-04-2023,03-04-2023,0.2
ZUKAZYLV,Weekend promotion,22-10-2024,24-11-2024,0.5
5OKPXE7B,Buy One Get One,30-05-2022,17-06-2022,0.2
20L3BTAH,Weekend promotion,01-12-2021,22-01-2022,0.2
ZZJNEG1G,Free shipping offer,05-10-2022,06-11-2022,0.2
0K63T0P3,Clearance blowout,15-07-2021,16-08-2021,0.2
KM2HM3AA,Free shipping offer,20-08-2023,25-09-2023,0.8
QJIUIH4A,Limited-time deal,29-08-2020,15-10-2020,0.1
DRMWW2WA,Clearance blowout,14-11-2021,12-01-2022,0.3
N2NM7CBS,Members-only offer,31-01-2021,12-03-2021,0.6
MPX6674T,Flash sale items,23-05-2022,08-07-2022,0.2
2MYIERA3,Buy One Get One,05-04-2022,17-05-2022,0.1
NZUXTJ3P,Free shipping offer,27-07-2021,01-09-2021,0.2
JULE1STE,Friend referral bonus,11-11-2023,04-01-2024,0.2
GN1KWFVF,Limited-time deal,23-02-2024,21-04-2024,0.6
EAD67AT2,Seasonal special,15-11-2020,20-11-2020,0.2
ZGZ84MM1,First-order discount,25-10-2024,02-11-2024,0.5
RT5KICHD,First-order discount,03-10-2020,16-10-2020,0.8
RYO6SDLA,Clearance blowout,14-07-2023,02-09-2023,0.7
5QWIMP4D,First-order discount,19-03-2024,31-03-2024,0.4
WYB16OA0,Members-only offer,19-06-2023,13-07-2023,0.1
624AK60T,Seasonal special,09-06-2020,15-07-2020,0.1
ZOUE999R,Seasonal special,22-01-2022,06-03-2022,0.4
599DXK25,Free shipping offer,22-11-2021,04-12-2021,0.8
Z6C87CRO,Weekend promotion,30-11-2022,17-01-2023,0.3
83AJFQRL,Free shipping offer,16-11-2023,23-11-2023,0.4
1GN08AGY,Buy One Get One,07-12-2021,20-12-2021,0.3
8MRS5HYD,Flash sale items,14-04-2022,08-05-2022,0.4
10LB77Z4,Seasonal special,21-03-2023,18-05-2023,0.7
4FTVBR9E,Buy One Get One,11-10-2024,15-11-2024,0.6
KOXE3JL3,Flash sale items,04-03-2021,06-03-2021,0.6
8BSEE4WF,Clearance blowout,26-09-2022,14-11-2022,0.5
IWAEKII1,Friend referral bonus,22-11-2022,21-12-2022,0.1
U6LSMNEN,Friend referral bonus,04-06-2023,14-07-2023,0.4
01SFK8JG,Friend referral bonus,06-09-2020,11-09-2020,0.4
LHCR9PN0,Buy One Get One,18-03-2024,14-05-2024,0.2
AGRDEDV8,Seasonal special,05-09-2020,15-10-2020,0.5
KIXG2538,Friend referral bonus,16-05-2023,17-06-2023,0.7
81QV68J1,Free shipping offer,07-07-2021,27-08-2021,0.4
FI5HV8DX,Flash sale items,27-01-2025,19-03-2025,0.6
L3PWZZFQ,Flash sale items,25-10-2024,28-11-2024,0.5
2DND8ZXA,Seasonal special,28-11-2022,31-12-2022,0.7
92G7P5QP,Free shipping offer,23-08-2024,17-09-2024,0.1
P5LXEM6P,Limited-time deal,04-01-2022,01-03-2022,0.6
C4DIWABZ,Seasonal special,03-05-2024,27-06-2024,0.5
69GVLLQR,Flash sale items,08-03-2023,19-03-2023,0.6
XHXKRXN8,Weekend promotion,07-02-2022,09-02-2022,0.7
P5C33MSV,Flash sale items,07-09-2023,20-10-2023,0.6
1FWX9RTO,Friend referral bonus,08-01-2025,02-02-2025,0.2
M7NUFZT4,Flash sale items,03-10-2023,21-11-2023,0.6
5765SOBG,Limited-time deal,27-05-2024,22-07-2024,0.8
B5M4Q7NH,First-order discount,03-07-2024,19-08-2024,0.6
BJJ2MXF6,Weekend promotion,16-03-2021,23-03-2021,0.5
HLMI1870,Weekend promotion,01-09-2022,09-10-2022,0.1
TEXIPOS4,Friend referral bonus,13-03-2021,17-04-2021,0.1
3UGBW2XN,Members-only offer,17-06-2022,12-07-2022,0.7
B00CN66C,Free shipping offer,16-11-2021,26-11-2021,0.2
06P7L5I5,Weekend promotion,12-08-2024,04-09-2024,0.6
2GGZLI8N,Seasonal special,22-12-2023,29-12-2023,0.3
XA5ID3TM,Members-only offer,18-10-2021,02-11-2021,0.4
PASLI1HC,Friend referral bonus,24-02-2024,18-04-2024,0.1
I5G8UW6H,Clearance blowout,23-07-2021,03-09-2021,0.8
DKXT5OLG,Clearance blowout,23-05-2020,26-06-2020,0.5
81K2RNSQ,Friend referral bonus,09-10-2024,04-12-2024,0.3
3H5TG6R6,Members-only offer,24-08-2023,13-09-2023,0.4
PMCWTQQW,Seasonal special,03-07-2022,08-07-2022,0.8
ZIUC1UX3,Friend referral bonus,05-03-2021,12-03-2021,0.2
Q4F7817O,Limited-time deal,21-11-2024,26-11-2024,0.8
AYXA07NM,Weekend promotion,16-07-2022,05-08-2022,0.3
4Y6VZ1QY,Weekend promotion,03-02-2024,18-02-2024,0.6
9BYP42QH,First-order discount,22-06-2024,02-07-2024,0.3
5VIHBA7E,Limited-time deal,29-10-2022,21-11-2022,0.7
UJB4LIM6,Buy One Get One,13-11-2023,05-12-2023,0.5
8TF7SSQN,Buy One Get One,10-10-2020,19-11-2020,0.8
7OBXGHFR,Flash sale items,02-08-2021,01-10-2021,0.3
X1XRIFB2,Free shipping offer,25-06-2021,15-08-2021,0.2
6IDA7SSV,Flash sale items,28-06-2020,04-08-2020,0.6
LB7VKF9M,First-order discount,11-08-2024,14-09-2024,0.3
OSQEZG0H,Buy One Get One,07-08-2020,13-08-2020,0.2
16RS2XWF,Buy One Get One,15-01-2025,28-02-2025,0.8
P3MUIGQH,First-order discount,08-10-2021,23-10-2021,0.5
TAIF6B47,Members-only offer,14-05-2023,18-06-2023,0.3
HNZ2C69X,Members-only offer,17-10-2023,04-11-2023,0.7
6T09RQQW,Friend referral bonus,08-07-2023,14-08-2023,0.5
JGZ3XKG2,Friend referral bonus,18-12-2020,17-01-2021,0.2
V69RZF6O,Limited-time deal,04-01-2022,29-01-2022,0.4
JZFYK0AM,Clearance blowout,07-05-2022,26-05-2022,0.7
HD7HDGT8,Friend referral bonus,28-07-2023,15-08-2023,0.2
6N3SU6R7,Seasonal special,26-12-2023,25-01-2024,0.5
X5FQC219,Free shipping offer,30-05-2022,18-06-2022,0.8
CF5PQ54A,Buy One Get One,06-06-2024,15-06-2024,0.1
YHBQ2QEG,Friend referral bonus,09-07-2020,01-09-2020,0.1
HNTAY9HN,First-order discount,06-06-2023,20-06-2023,0.3
3KW5LTG2,Seasonal special,01-08-2023,10-09-2023,0.2
XOK0SW03,Seasonal special,13-11-2021,30-11-2021,0.1
TJ812OUK,Friend referral bonus,17-09-2020,18-09-2020,0.3
6TM3ET13,Buy One Get One,09-07-2022,20-08-2022,0.1
853UZ62A,Buy One Get One,15-05-2023,09-07-2023,0.4
KV11G7XD,Free shipping offer,27-12-2022,18-02-2023,0.2
IT4KO0PH,Seasonal special,25-10-2022,14-12-2022,0.7
T90QT3AK,Free shipping offer,26-11-2023,01-01-2024,0.5
PAE5APAO,First-order discount,08-10-2022,21-11-2022,0.4
UJ4ZB695,Free shipping offer,20-09-2024,12-10-2024,0.5
N6GWA6M7,Members-only offer,22-03-2022,13-05-2022,0.1
9TCOWDJW,Friend referral bonus,27-10-2023,02-12-2023,0.1
BI2HVHET,Weekend promotion,02-02-2022,10-02-2022,0.7
6YX6F6DP,First-order discount,22-03-2023,21-05-2023,0.5
JWX6NG33,Free shipping offer,06-09-2022,31-10-2022,0.6
OXUIDZJU,Members-only offer,14-03-2023,02-05-2023,0.6
WC28CVPX,Clearance blowout,27-09-2020,19-10-2020,0.4
ILJPPNM0,Free shipping offer,05-10-2022,12-11-2022,0.7
AEAMRI18,Buy One Get One,17-08-2021,30-09-2021,0.4
P27VF2E7,Buy One Get One,31-10-2024,23-12-2024,0.6
D7SKWHS5,Buy One Get One,02-09-2021,30-09-2021,0.5
LKG6EEMS,Weekend promotion,11-11-2021,23-11-2021,0.2
ZH2EOZFB,Limited-time deal,19-01-2024,26-02-2024,0.7
JAQHKMW8,Friend referral bonus,08-04-2024,30-05-2024,0.6
BFSCI0XV,Members-only offer,30-08-2024,04-10-2024,0.4
UK5I4S33,Friend referral bonus,22-07-2020,14-08-2020,0.1
FN8J9BZK,Limited-time deal,12-10-2021,27-11-2021,0.4
DZQ6X61W,Weekend promotion,20-03-2023,11-04-2023,0.4
PZQDXRK2,Weekend promotion,26-01-2024,27-01-2024,0.8
07TDCM32,Weekend promotion,14-12-2023,20-12-2023,0.3
2Z9DEBJ8,Free shipping offer,28-03-2025,24-05-2025,0.4
KMODFZQ8,Limited-time deal,07-06-2020,16-07-2020,0.2
V1M9FPJ3,Members-only offer,27-07-2021,24-09-2021,0.2
7NFGLDYF,Friend referral bonus,06-02-2021,16-02-2021,0.4
T19UJ4I9,Free shipping offer,08-10-2021,25-10-2021,0.5
ZRVPF2EH,Buy One Get One,29-02-2024,20-04-2024,0.3
V71GZ7JI,Clearance blowout,27-01-2022,03-02-2022,0.7
HA7MJFTL,Weekend promotion,04-10-2022,14-10-2022,0.5
5N24ERFN,Seasonal special,24-02-2024,10-04-2024,0.3
QO5INEVZ,Weekend promotion,12-09-2022,10-10-2022,0.3
M6CMTEZW,Clearance blowout,21-08-2024,08-09-2024,0.6
7LN3C7OG,First-order discount,13-02-2022,24-02-2022,0.3
JQI86B6E,First-order discount,06-09-2024,26-10-2024,0.7
HRZV8HEI,Members-only offer,25-11-2024,27-12-2024,0.1
CAKFEJR9,Friend referral bonus,23-09-2024,24-09-2024,0.4
GGIHCDA4,Buy One Get One,24-11-2020,23-01-2021,0.5
ISJWZUDL,Limited-time deal,17-12-2023,10-02-2024,0.6
